ReturnID,TransactionID,ReturnDate,StoreID,ProductID,ReturnQty,ReturnAmount,Reason
R0040335,T0040335,05-07-2024,S022,P0134,1,5.14,Expired
R0040345,T0040345,03-03-2025,S002,P0055,1,6.43,Not as Described
R0040396,T0040396,02-11-2024,S024,P0003,1,5.49,Wrong Item
R0040399,T0040399,31-03-2024,S014,P0042,1,3.46,Damaged
R0040422,T0040422,21-01-2024,S001,P0164,1,59.99,Not as Described
R0040495,T0040495,11-07-2024,S014,P0044,1,7.73,Not as Described
R0040504,T0040504,04-09-2024,S011,P0059,1,5.72,Not as Described
R0040521,T0040521,27-05-2024,S009,P0124,1,7.17,Wrong Item
R0040568,T0040568,30-11-2024,S017,P0098,2,9.36,Not as Described
R0040610,T0040610,16-04-2024,S003,P0086,1,6.41,Changed Mind
R0040618,T0040618,21-07-2024,S008,P0167,1,54.3,Not as Described
R0040630,T0040630,20-09-2024,S014,P0172,1,38.48,Wrong Item
R0040662,T0040662,24-07-2025,S005,P0146,2,3.8,Expired
R0040683,T0040683,24-09-2024,S004,P0006,1,5.43,Changed Mind
R0040729,T0040729,15-02-2024,S022,P0059,1,5.72,Damaged
R0040736,T0040736,26-05-2025,S008,P0103,1,7.75,Not as Described
R0040743,T0040743,18-04-2025,S025,P0060,1,4.91,Wrong Item
R0040784,T0040784,23-03-2024,S022,P0165,2,92.34,Expired
R0040789,T0040789,04-08-2025,S014,P0069,1,2.93,Expired
R0040801,T0040801,13-09-2024,S011,P0070,1,1.04,Not as Described
R0040889,T0040889,01-01-2024,S006,P0093,2,15.8,Expired
R0040914,T0040914,28-03-2024,S004,P0049,2,12.72,Changed Mind
R0040925,T0040925,29-04-2025,S024,P0081,1,4.93,Changed Mind
R0040972,T0040972,05-05-2025,S017,P0099,1,3.58,Not as Described
R0040996,T0040996,11-09-2024,S001,P0161,2,44,Damaged
R0041012,T0041012,17-09-2024,S024,P0046,2,3.48,Not as Described
R0041043,T0041043,09-05-2025,S002,P0054,1,2.18,Not as Described
R0041087,T0041087,28-09-2024,S030,P0034,2,6.34,Wrong Item
R0041123,T0041123,04-02-2025,S015,P0180,1,48.07,Expired
R0041168,T0041168,20-04-2024,S029,P0036,1,3.3,Not as Described
R0041191,T0041191,27-02-2024,S006,P0088,1,5.02,Not as Described
R0041218,T0041218,16-04-2025,S030,P0088,2,10.04,Wrong Item
R0041248,T0041248,27-05-2024,S017,P0132,2,8.76,Damaged
R0041264,T0041264,21-10-2025,S007,P0117,2,6,Expired
R0041265,T0041265,13-11-2024,S018,P0061,1,1.77,Changed Mind
R0041296,T0041296,03-03-2025,S010,P0111,2,9.62,Not as Described
R0041380,T0041380,01-04-2024,S022,P0058,1,6.24,Not as Described
R0041444,T0041444,31-08-2024,S019,P0016,2,7.62,Expired
R0041475,T0041475,15-04-2025,S028,P0024,1,11.73,Changed Mind
R0041514,T0041514,17-05-2024,S026,P0121,1,7.83,Expired
R0041550,T0041550,27-06-2024,S011,P0100,2,8.69,Wrong Item
R0041581,T0041581,04-05-2024,S023,P0118,1,1.87,Wrong Item
R0041768,T0041768,17-09-2025,S002,P0149,1,5.59,Not as Described
R0041770,T0041770,31-08-2024,S022,P0056,1,3.6,Not as Described
R0041873,T0041873,20-09-2025,S014,P0119,1,4.82,Not as Described
R0041888,T0041888,27-04-2024,S011,P0065,1,3.35,Expired
R0042033,T0042033,02-08-2025,S021,P0054,1,2.18,Changed Mind
R0042034,T0042034,25-10-2024,S005,P0058,1,6.24,Not as Described
R0042044,T0042044,07-01-2024,S012,P0172,1,38.48,Changed Mind
R0042092,T0042092,26-01-2025,S011,P0119,1,6.03,Wrong Item
R0042097,T0042097,22-10-2025,S015,P0152,2,101.02,Not as Described
R0042100,T0042100,16-01-2025,S005,P0121,1,7.83,Not as Described
R0042101,T0042101,02-10-2025,S003,P0046,2,3.48,Changed Mind
R0042261,T0042261,23-11-2024,S003,P0010,1,1.91,Expired
R0042314,T0042314,26-10-2024,S027,P0125,2,8.65,Expired
R0042316,T0042316,10-03-2024,S010,P0038,2,12.48,Damaged
R0042354,T0042354,17-01-2024,S029,P0157,1,29.4,Changed Mind
R0042360,T0042360,22-10-2025,S018,P0008,2,16.74,Wrong Item
R0042372,T0042372,05-04-2024,S029,P0052,2,9.63,Not as Described
R0042405,T0042405,23-09-2024,S014,P0014,1,3.96,Damaged
R0042443,T0042443,27-10-2024,S015,P0057,1,7.25,Wrong Item
R0042453,T0042453,16-09-2025,S016,P0041,1,2.26,Changed Mind
R0042503,T0042503,05-08-2024,S020,P0061,1,1.77,Wrong Item
R0042510,T0042510,07-03-2024,S021,P0143,1,1,Damaged
R0042523,T0042523,22-08-2025,S030,P0077,2,2.38,Damaged
R0042545,T0042545,26-08-2024,S014,P0110,1,5.51,Wrong Item
R0042566,T0042566,03-06-2024,S014,P0068,1,6.08,Damaged
R0042602,T0042602,23-12-2024,S030,P0090,2,14.42,Expired
R0042666,T0042666,13-09-2025,S014,P0077,1,1.4,Changed Mind
R0042694,T0042694,28-04-2025,S029,P0044,1,7.73,Damaged
R0042718,T0042718,04-05-2024,S030,P0006,2,10.86,Damaged
R0042791,T0042791,05-12-2024,S002,P0004,1,11.84,Damaged
R0042794,T0042794,21-09-2024,S026,P0088,2,10.04,Wrong Item
R0042797,T0042797,04-04-2025,S004,P0074,1,5.99,Expired
R0042817,T0042817,13-02-2025,S015,P0157,2,54.1,Damaged
R0042830,T0042830,21-09-2024,S004,P0011,1,4.42,Damaged
R0042831,T0042831,07-01-2025,S022,P0084,1,7.16,Not as Described
R0042842,T0042842,01-01-2024,S005,P0037,1,5.08,Changed Mind
R0042884,T0042884,22-02-2024,S002,P0056,1,3.6,Expired
R0042906,T0042906,13-05-2024,S029,P0177,1,19.4,Changed Mind
R0042943,T0042943,24-09-2024,S016,P0013,1,3.88,Expired
R0043097,T0043097,25-12-2024,S025,P0024,2,19.47,Wrong Item
R0043122,T0043122,24-02-2025,S022,P0070,1,1.04,Damaged
R0043170,T0043170,27-01-2025,S013,P0102,1,3.56,Expired
R0043294,T0043294,19-08-2025,S001,P0059,2,11.44,Not as Described
R0043314,T0043314,18-02-2024,S027,P0004,1,11.84,Not as Described
R0043355,T0043355,17-04-2025,S002,P0056,2,6.27,Changed Mind
R0043389,T0043389,20-10-2024,S025,P0085,1,5.24,Damaged
R0043435,T0043435,09-02-2025,S006,P0159,1,52.34,Not as Described
R0043520,T0043520,07-04-2024,S024,P0115,1,3.21,Damaged
R0043562,T0043562,08-08-2025,S019,P0171,2,35.78,Not as Described
R0043605,T0043605,10-04-2024,S007,P0097,2,3.36,Damaged
R0043659,T0043659,10-09-2025,S021,P0126,2,6.28,Wrong Item
R0043687,T0043687,31-03-2025,S008,P0067,1,3.91,Not as Described
R0043708,T0043708,11-02-2024,S025,P0044,2,15.46,Changed Mind
R0043709,T0043709,18-01-2024,S028,P0122,1,3.68,Wrong Item
R0043715,T0043715,08-03-2025,S016,P0063,1,4.59,Not as Described
R0043729,T0043729,18-04-2025,S006,P0112,1,6.77,Wrong Item
R0043781,T0043781,20-06-2025,S008,P0040,1,3.29,Changed Mind
R0043904,T0043904,13-07-2024,S017,P0145,1,2.73,Wrong Item
R0043910,T0043910,16-05-2025,S020,P0023,1,4.88,Changed Mind
R0043924,T0043924,01-06-2025,S028,P0100,2,8.91,Changed Mind
R0043976,T0043976,22-04-2025,S026,P0078,2,9.06,Expired
R0043978,T0043978,12-02-2024,S017,P0110,2,11.36,Not as Described
R0044080,T0044080,18-01-2025,S005,P0102,1,3.17,Expired
R0044082,T0044082,12-05-2025,S008,P0121,2,15.66,Changed Mind
R0044094,T0044094,30-04-2025,S027,P0041,2,4.52,Damaged
R0044100,T0044100,25-04-2024,S020,P0023,1,4.88,Expired
R0044158,T0044158,05-09-2025,S011,P0166,1,45.88,Not as Described
R0044181,T0044181,22-01-2025,S015,P0171,1,17.89,Changed Mind
R0044190,T0044190,23-07-2025,S007,P0124,2,14.34,Not as Described
R0044199,T0044199,20-06-2024,S008,P0173,1,53.66,Not as Described
R0044200,T0044200,14-10-2024,S026,P0091,2,14.06,Damaged
R0044233,T0044233,26-01-2025,S020,P0109,2,7.64,Wrong Item
R0044255,T0044255,16-07-2025,S013,P0076,1,6.65,Wrong Item
R0044340,T0044340,13-06-2024,S016,P0166,1,45.88,Not as Described
R0044346,T0044346,19-05-2025,S025,P0121,2,11.9,Not as Described
R0044361,T0044361,21-09-2024,S020,P0042,1,3.84,Not as Described
R0044383,T0044383,03-07-2024,S027,P0159,1,48.78,Not as Described
R0044476,T0044476,02-03-2025,S001,P0014,1,4.77,Not as Described
R0044482,T0044482,17-06-2025,S001,P0087,2,7.2,Not as Described
R0044533,T0044533,19-12-2024,S010,P0092,1,7.4,Expired
R0044536,T0044536,15-11-2024,S010,P0050,1,1.33,Not as Described
R0044549,T0044549,03-02-2025,S017,P0149,2,11.18,Changed Mind
R0044637,T0044637,07-08-2025,S019,P0050,1,1.33,Wrong Item
R0044714,T0044714,01-06-2025,S022,P0043,1,2.42,Damaged
R0044719,T0044719,12-12-2024,S019,P0134,2,10.28,Damaged
R0044778,T0044778,13-10-2024,S008,P0095,1,3.74,Changed Mind
R0044797,T0044797,10-02-2024,S010,P0103,2,15.5,Wrong Item
R0044866,T0044866,20-04-2025,S013,P0119,1,4.46,Wrong Item
R0044880,T0044880,11-08-2024,S021,P0143,1,0.89,Damaged
R0045019,T0045019,04-10-2024,S012,P0079,1,5.3,Damaged
R0045066,T0045066,07-07-2024,S002,P0112,1,6.77,Not as Described
R0045087,T0045087,31-03-2024,S007,P0164,1,59.99,Wrong Item
R0045088,T0045088,31-03-2025,S017,P0003,1,7.23,Expired
R0045187,T0045187,13-06-2024,S004,P0129,1,3.97,Not as Described
R0045192,T0045192,19-10-2024,S027,P0048,1,7.74,Changed Mind
R0045222,T0045222,29-05-2024,S013,P0121,2,15.66,Wrong Item
R0045253,T0045253,18-10-2025,S005,P0125,1,6.01,Wrong Item
R0045254,T0045254,01-10-2025,S015,P0179,2,77.12,Expired
R0045333,T0045333,26-11-2024,S004,P0142,1,2.14,Changed Mind
R0045340,T0045340,23-07-2025,S004,P0055,2,11.32,Expired
R0045346,T0045346,02-01-2024,S005,P0001,1,7.44,Damaged
R0045364,T0045364,27-09-2025,S025,P0108,1,5.25,Expired
R0045396,T0045396,28-12-2024,S002,P0124,2,14.34,Damaged
R0045409,T0045409,07-10-2025,S018,P0005,2,20.9,Wrong Item
R0045452,T0045452,30-01-2024,S016,P0161,1,22,Changed Mind
R0045454,T0045454,13-11-2024,S017,P0042,1,3.84,Not as Described
R0045462,T0045462,08-08-2024,S019,P0169,1,35.97,Damaged
R0045469,T0045469,07-07-2025,S026,P0073,1,3.41,Damaged
R0045470,T0045470,29-11-2024,S010,P0145,2,4.48,Damaged
R0045477,T0045477,02-05-2024,S001,P0132,2,8.76,Damaged
R0045505,T0045505,04-03-2025,S010,P0075,1,6.38,Wrong Item
R0045507,T0045507,03-02-2024,S030,P0019,1,6.76,Damaged
R0045597,T0045597,05-06-2025,S015,P0175,1,54.26,Changed Mind
R0045651,T0045651,22-10-2025,S019,P0130,1,4.61,Wrong Item
R0045677,T0045677,24-05-2025,S009,P0038,1,7.9,Wrong Item
R0045684,T0045684,14-09-2025,S008,P0042,1,3.84,Not as Described
R0045689,T0045689,30-09-2025,S005,P0035,2,6.08,Changed Mind
R0045709,T0045709,01-02-2024,S012,P0112,1,6.77,Damaged
R0045710,T0045710,03-02-2025,S022,P0056,2,6.7,Not as Described
R0045721,T0045721,23-02-2024,S020,P0137,1,2.09,Damaged
R0045726,T0045726,01-06-2024,S021,P0137,2,4.18,Damaged
R0045760,T0045760,30-01-2024,S017,P0017,1,7.87,Damaged
R0045795,T0045795,19-03-2024,S014,P0148,1,3.2,Not as Described
R0045796,T0045796,04-02-2024,S029,P0076,2,13.3,Changed Mind
R0045820,T0045820,22-03-2025,S009,P0032,2,4.89,Wrong Item
R0045832,T0045832,21-02-2025,S026,P0076,1,6.65,Not as Described
R0045919,T0045919,22-04-2025,S023,P0125,2,12.02,Not as Described
R0045922,T0045922,07-09-2025,S013,P0074,1,4.31,Not as Described
R0045944,T0045944,13-09-2025,S027,P0025,1,8.09,Damaged
R0046018,T0046018,01-02-2024,S012,P0136,2,7.41,Changed Mind
R0046077,T0046077,04-11-2024,S029,P0145,1,2.73,Damaged
R0046110,T0046110,01-09-2024,S005,P0077,1,1.43,Wrong Item
R0046114,T0046114,20-08-2024,S009,P0008,1,5.36,Changed Mind
R0046162,T0046162,06-01-2025,S017,P0033,1,1.4,Expired
R0046244,T0046244,15-10-2024,S002,P0165,2,92.34,Changed Mind
R0046247,T0046247,25-01-2025,S013,P0045,1,5.12,Wrong Item
R0046260,T0046260,05-07-2025,S029,P0102,2,7.12,Not as Described
R0046310,T0046310,04-06-2025,S011,P0013,1,3.88,Expired
R0046374,T0046374,07-05-2025,S012,P0054,2,4.36,Changed Mind
R0046398,T0046398,02-01-2024,S018,P0041,2,4.52,Not as Described
R0046438,T0046438,18-11-2024,S017,P0135,1,5.42,Expired
R0046482,T0046482,07-04-2024,S026,P0055,2,9.39,Expired
R0046529,T0046529,09-09-2025,S008,P0023,1,4.88,Expired
R0046571,T0046571,15-12-2024,S027,P0053,2,3.9,Not as Described
R0046625,T0046625,16-03-2025,S028,P0083,2,15.46,Not as Described
R0046628,T0046628,11-11-2024,S016,P0020,1,3.62,Not as Described
R0046633,T0046633,02-08-2024,S016,P0021,1,1.82,Expired
R0046646,T0046646,25-06-2024,S019,P0122,2,7.36,Wrong Item
R0046658,T0046658,04-12-2024,S012,P0118,1,1.87,Not as Described
R0046721,T0046721,28-02-2024,S005,P0153,2,38.52,Not as Described
R0046727,T0046727,09-09-2025,S025,P0159,2,118.96,Not as Described
R0046785,T0046785,19-09-2024,S021,P0042,2,7.68,Damaged
R0046805,T0046805,11-10-2025,S025,P0131,2,6.46,Damaged
R0046835,T0046835,04-10-2025,S014,P0176,1,46.51,Expired
R0046861,T0046861,03-04-2025,S025,P0167,1,54.3,Damaged
R0046898,T0046898,25-09-2024,S019,P0087,1,3.6,Expired
R0046962,T0046962,22-07-2025,S016,P0146,1,1.9,Damaged
R0046988,T0046988,06-11-2024,S019,P0178,1,39.44,Expired
R0046993,T0046993,01-06-2025,S020,P0163,1,36.11,Damaged
R0047001,T0047001,02-01-2025,S023,P0010,1,2.12,Not as Described
R0047024,T0047024,11-04-2025,S028,P0089,1,4.42,Changed Mind
R0047042,T0047042,31-07-2025,S029,P0118,1,1.87,Changed Mind
R0047048,T0047048,28-09-2025,S004,P0002,2,17.33,Damaged
R0047085,T0047085,20-03-2025,S019,P0090,2,13.97,Expired
R0047106,T0047106,30-03-2025,S029,P0174,2,52.74,Expired
R0047108,T0047108,10-04-2024,S015,P0039,1,1.78,Wrong Item
R0047122,T0047122,28-07-2024,S017,P0032,2,5.62,Expired
R0047130,T0047130,02-04-2024,S009,P0021,1,2.02,Damaged
R0047167,T0047167,21-10-2024,S008,P0003,2,14.46,Damaged
R0047174,T0047174,14-01-2024,S026,P0056,2,7.2,Wrong Item
R0047175,T0047175,26-08-2025,S023,P0102,1,3.06,Not as Described
R0047203,T0047203,26-11-2024,S018,P0012,1,4.43,Changed Mind
R0047242,T0047242,25-08-2024,S025,P0019,1,5.54,Changed Mind
R0047246,T0047246,12-02-2025,S027,P0144,1,2.1,Not as Described
R0047259,T0047259,29-07-2025,S005,P0073,2,7.52,Expired
R0047260,T0047260,22-05-2025,S021,P0064,1,5.94,Changed Mind
R0047325,T0047325,01-09-2024,S008,P0143,1,1,Expired
R0047335,T0047335,01-01-2025,S006,P0098,2,9.36,Expired
R0047368,T0047368,09-04-2024,S020,P0108,1,5.25,Changed Mind
R0047378,T0047378,03-06-2025,S008,P0045,2,8.38,Changed Mind
R0047405,T0047405,10-05-2025,S003,P0030,2,19.7,Damaged
R0047426,T0047426,01-05-2025,S019,P0148,1,3.33,Expired
R0047471,T0047471,29-04-2024,S004,P0113,1,3.3,Damaged
R0047473,T0047473,01-06-2024,S018,P0170,1,13.34,Damaged
R0047528,T0047528,17-06-2025,S017,P0077,2,3.15,Not as Described
R0047553,T0047553,23-06-2024,S025,P0135,1,5.42,Expired
R0047559,T0047559,18-02-2025,S030,P0035,2,5.78,Expired
R0047563,T0047563,06-01-2024,S030,P0093,1,7.9,Expired
R0047569,T0047569,02-09-2025,S021,P0143,1,0.91,Expired
R0047581,T0047581,26-06-2025,S025,P0045,1,5.82,Wrong Item
R0047609,T0047609,19-06-2025,S001,P0063,1,3.53,Expired
R0047626,T0047626,22-01-2024,S015,P0157,1,29.4,Not as Described
R0047644,T0047644,15-03-2024,S010,P0095,1,3.74,Wrong Item
R0047670,T0047670,16-06-2024,S004,P0145,2,5.46,Expired
R0047680,T0047680,08-02-2025,S016,P0097,2,3.36,Damaged
R0047704,T0047704,05-11-2024,S026,P0144,1,2.1,Expired
R0047708,T0047708,21-08-2025,S024,P0096,2,10.17,Damaged
R0047805,T0047805,31-01-2025,S008,P0019,1,6.76,Not as Described
R0047835,T0047835,08-11-2024,S029,P0133,1,7.37,Expired
R0047836,T0047836,24-01-2024,S027,P0006,2,10.86,Expired
R0047844,T0047844,11-10-2024,S001,P0040,1,3.29,Not as Described
R0047863,T0047863,06-02-2024,S026,P0150,2,7.46,Changed Mind
R0047924,T0047924,30-10-2025,S014,P0045,1,4.89,Damaged
R0048013,T0048013,11-02-2025,S017,P0111,2,9.62,Wrong Item
R0048072,T0048072,20-09-2024,S028,P0013,1,3.88,Wrong Item
R0048152,T0048152,13-01-2025,S025,P0043,1,2.37,Damaged
R0048182,T0048182,11-02-2024,S004,P0157,1,29.4,Changed Mind
R0048234,T0048234,30-10-2024,S025,P0031,1,4.37,Expired
R0048308,T0048308,12-07-2025,S011,P0080,1,6.18,Wrong Item
R0048329,T0048329,26-02-2025,S014,P0082,2,13.7,Not as Described
R0048334,T0048334,07-09-2024,S005,P0101,1,1.79,Wrong Item
R0048339,T0048339,22-06-2025,S027,P0173,1,53.66,Changed Mind
R0048400,T0048400,23-08-2025,S025,P0102,2,7.12,Damaged
R0048401,T0048401,21-02-2025,S005,P0001,2,14.88,Not as Described
R0048457,T0048457,07-09-2024,S009,P0065,1,3.35,Changed Mind
R0048502,T0048502,12-04-2024,S001,P0146,1,1.9,Wrong Item
R0048532,T0048532,03-01-2024,S022,P0025,1,8.09,Changed Mind
R0048556,T0048556,24-09-2025,S023,P0144,1,1.78,Wrong Item
R0048560,T0048560,04-03-2024,S027,P0082,1,6.85,Not as Described
R0048615,T0048615,23-09-2024,S008,P0092,2,13.32,Damaged
R0048655,T0048655,04-05-2024,S005,P0142,1,2.14,Expired
R0048668,T0048668,19-10-2024,S018,P0031,1,4.37,Not as Described
R0048678,T0048678,13-09-2025,S020,P0144,1,2.1,Changed Mind
R0048707,T0048707,22-12-2024,S001,P0007,1,2.45,Expired
R0048710,T0048710,24-04-2025,S026,P0023,2,9.76,Wrong Item
R0048827,T0048827,05-07-2024,S007,P0100,1,5.43,Changed Mind
R0048876,T0048876,21-05-2024,S002,P0025,1,8.09,Wrong Item
R0048934,T0048934,05-10-2024,S002,P0068,1,4.92,Not as Described
R0048970,T0048970,14-10-2025,S025,P0129,1,3.32,Changed Mind
R0049038,T0049038,14-11-2024,S004,P0021,2,4.04,Wrong Item
R0049055,T0049055,09-10-2025,S023,P0079,1,6.62,Changed Mind
R0049057,T0049057,15-11-2024,S010,P0138,2,2.04,Changed Mind
R0049098,T0049098,19-07-2024,S002,P0156,1,23.24,Damaged
R0049119,T0049119,14-02-2025,S016,P0168,1,44.06,Wrong Item
R0049140,T0049140,25-10-2025,S011,P0108,1,4.88,Expired
R0049309,T0049309,07-01-2024,S013,P0040,1,2.86,Not as Described
R0049334,T0049334,04-06-2025,S027,P0098,1,4.68,Expired
R0049378,T0049378,27-05-2024,S001,P0180,1,48.07,Changed Mind
R0049403,T0049403,21-04-2024,S023,P0090,2,10.78,Expired
R0049456,T0049456,18-05-2025,S024,P0058,1,4.68,Changed Mind
R0049466,T0049466,19-06-2025,S015,P0156,1,23.24,Wrong Item
R0049475,T0049475,29-07-2025,S029,P0056,2,7.2,Changed Mind
R0049541,T0049541,22-11-2024,S027,P0135,2,8.56,Damaged
R0049555,T0049555,18-07-2025,S028,P0007,1,1.96,Wrong Item
R0049570,T0049570,08-10-2025,S011,P0180,1,48.07,Changed Mind
R0049600,T0049600,22-03-2025,S020,P0038,2,15.8,Wrong Item
R0049638,T0049638,04-07-2024,S008,P0173,1,38.1,Expired
R0049743,T0049743,15-03-2025,S023,P0108,2,10.5,Not as Described
R0049768,T0049768,24-12-2024,S015,P0165,2,92.34,Changed Mind
R0049773,T0049773,14-05-2024,S015,P0166,1,45.88,Changed Mind
R0049782,T0049782,13-09-2025,S007,P0140,2,3.48,Not as Described
R0049808,T0049808,21-07-2025,S011,P0073,1,4.37,Changed Mind
R0049817,T0049817,24-08-2025,S016,P0131,1,3.23,Wrong Item
R0049819,T0049819,02-03-2024,S007,P0007,1,2.45,Wrong Item
R0049830,T0049830,16-12-2024,S012,P0128,2,3.02,Not as Described
R0049903,T0049903,07-04-2024,S023,P0004,1,11.84,Wrong Item
R0049926,T0049926,27-08-2024,S011,P0130,2,7.93,Wrong Item
R0050033,T0050033,12-07-2025,S019,P0145,2,5.46,Not as Described
R0050052,T0050052,16-07-2025,S022,P0114,1,7.25,Wrong Item
R0050107,T0050107,20-04-2024,S025,P0010,2,4.24,Not as Described
R0050117,T0050117,29-11-2024,S030,P0105,1,3.96,Changed Mind
R0050149,T0050149,19-01-2024,S015,P0156,2,46.48,Not as Described
R0050185,T0050185,20-01-2024,S013,P0058,1,6.24,Expired
R0050298,T0050298,24-01-2024,S024,P0068,1,5.96,Wrong Item
R0050354,T0050354,22-02-2025,S006,P0170,1,13.34,Wrong Item
R0050367,T0050367,15-08-2025,S021,P0167,1,54.3,Damaged
R0050492,T0050492,15-07-2025,S029,P0133,1,7.22,Damaged
R0050538,T0050538,21-01-2025,S016,P0084,2,12.32,Wrong Item
R0050600,T0050600,04-08-2024,S009,P0085,2,10.48,Damaged
R0050668,T0050668,25-10-2025,S014,P0168,1,44.06,Not as Described
R0050740,T0050740,17-05-2024,S001,P0107,2,2.58,Expired
R0050754,T0050754,14-01-2025,S008,P0058,1,6.24,Wrong Item
R0050758,T0050758,30-04-2024,S025,P0093,1,7.03,Changed Mind
R0050801,T0050801,20-09-2025,S026,P0154,1,56.12,Changed Mind
R0050910,T0050910,29-09-2024,S023,P0106,1,3.5,Not as Described
R0051004,T0051004,12-12-2024,S021,P0148,2,6.66,Changed Mind
R0051071,T0051071,09-03-2024,S006,P0099,2,5.44,Expired
R0051105,T0051105,13-12-2024,S004,P0149,2,9.61,Not as Described
R0051108,T0051108,17-08-2025,S028,P0078,1,4.53,Wrong Item
R0051206,T0051206,13-06-2024,S010,P0074,1,5.99,Damaged
R0051216,T0051216,29-05-2025,S003,P0157,1,24.4,Damaged
R0051236,T0051236,21-03-2024,S028,P0108,1,5.25,Expired
R0051260,T0051260,10-05-2025,S010,P0036,2,6.01,Expired
R0051325,T0051325,30-04-2024,S024,P0036,2,6.6,Damaged
R0051326,T0051326,04-03-2025,S017,P0159,1,59.48,Wrong Item
R0051336,T0051336,30-12-2024,S028,P0045,1,5.82,Damaged
R0051350,T0051350,14-05-2025,S030,P0026,2,16.74,Wrong Item
R0051415,T0051415,20-02-2025,S027,P0038,2,15.8,Not as Described
R0051480,T0051480,26-12-2024,S014,P0033,1,1.52,Wrong Item
R0051534,T0051534,29-05-2024,S025,P0024,1,11.73,Expired
R0051547,T0051547,10-05-2025,S023,P0170,1,13.34,Wrong Item
R0051589,T0051589,23-06-2025,S006,P0033,1,1.85,Changed Mind
R0051598,T0051598,23-05-2025,S009,P0133,2,14.74,Expired
R0051617,T0051617,14-10-2025,S006,P0095,1,2.84,Damaged
R0051661,T0051661,26-11-2024,S022,P0163,1,36.11,Wrong Item
R0051698,T0051698,04-02-2024,S016,P0008,2,16.74,Damaged
R0051744,T0051744,14-08-2025,S027,P0075,2,12.12,Expired
R0051791,T0051791,01-02-2025,S025,P0041,2,4.52,Changed Mind
R0051801,T0051801,02-10-2024,S018,P0074,1,5.99,Wrong Item
R0051812,T0051812,04-10-2024,S014,P0093,1,7.9,Wrong Item
R0051912,T0051912,05-02-2025,S022,P0120,1,1.72,Changed Mind
R0051923,T0051923,11-10-2025,S026,P0179,1,31.62,Changed Mind
R0051986,T0051986,09-02-2024,S005,P0031,1,4.37,Damaged
R0051987,T0051987,22-10-2025,S014,P0039,1,2.19,Not as Described
R0052004,T0052004,18-05-2025,S026,P0133,2,14.74,Damaged
R0052023,T0052023,03-02-2024,S005,P0056,1,3.6,Changed Mind
R0052067,T0052067,24-06-2024,S030,P0031,1,4.37,Wrong Item
R0052074,T0052074,21-10-2024,S019,P0048,1,6.27,Damaged
R0052084,T0052084,23-10-2025,S029,P0006,1,5.43,Expired
R0052106,T0052106,24-03-2024,S019,P0121,1,7.83,Changed Mind
R0052117,T0052117,14-10-2025,S018,P0124,1,7.17,Changed Mind
R0052134,T0052134,04-11-2024,S027,P0157,1,25.87,Changed Mind
R0052201,T0052201,12-12-2024,S029,P0053,1,1.95,Wrong Item
R0052284,T0052284,07-03-2024,S004,P0140,2,3.48,Not as Described
R0052289,T0052289,09-03-2025,S026,P0131,2,6.46,Not as Described
R0052344,T0052344,05-09-2025,S001,P0104,2,2.22,Not as Described
R0052345,T0052345,09-06-2024,S028,P0046,1,1.74,Expired
R0052516,T0052516,06-05-2024,S027,P0078,1,4.53,Changed Mind
R0052527,T0052527,10-07-2024,S005,P0099,1,3.58,Changed Mind
R0052531,T0052531,31-05-2025,S008,P0131,2,6.46,Expired
R0052536,T0052536,16-03-2024,S019,P0038,2,15.8,Not as Described
R0052559,T0052559,16-06-2024,S003,P0138,1,1.34,Not as Described
R0052568,T0052568,17-08-2025,S014,P0139,2,5.64,Not as Described
R0052620,T0052620,03-07-2025,S021,P0044,1,7.73,Expired
R0052683,T0052683,26-11-2024,S022,P0174,1,24.92,Not as Described
R0052728,T0052728,07-12-2024,S010,P0053,2,3.9,Wrong Item
R0052740,T0052740,25-01-2025,S010,P0161,2,44,Wrong Item
R0052810,T0052810,19-11-2024,S002,P0074,1,5.99,Expired
R0052832,T0052832,29-06-2024,S029,P0176,1,46.51,Not as Described
R0052833,T0052833,05-06-2025,S028,P0068,1,6.08,Damaged
R0052847,T0052847,07-11-2024,S006,P0095,1,3.74,Wrong Item
R0052858,T0052858,17-01-2025,S027,P0154,2,112.24,Expired
R0052887,T0052887,26-06-2025,S011,P0133,2,14.74,Changed Mind
R0052935,T0052935,02-11-2024,S027,P0019,1,6.76,Expired
R0052952,T0052952,27-11-2024,S025,P0104,1,1.11,Wrong Item
R0052966,T0052966,26-05-2025,S021,P0028,1,5.9,Expired
R0052988,T0052988,16-09-2025,S008,P0058,2,12.48,Not as Described
R0053004,T0053004,11-04-2025,S021,P0042,2,7.68,Damaged
R0053030,T0053030,31-08-2024,S004,P0083,1,7.73,Wrong Item
R0053040,T0053040,18-09-2025,S023,P0063,1,4.59,Damaged
R0053103,T0053103,07-08-2025,S024,P0153,1,21.64,Expired
R0053110,T0053110,21-06-2025,S022,P0121,1,7.83,Damaged
R0053113,T0053113,05-06-2025,S027,P0135,1,5.42,Expired
R0053148,T0053148,26-04-2025,S012,P0120,1,1.72,Expired
R0053160,T0053160,02-03-2025,S003,P0063,1,4.59,Damaged
R0053202,T0053202,26-05-2025,S002,P0020,1,4.76,Changed Mind
R0053248,T0053248,18-08-2024,S009,P0065,2,6.7,Damaged
R0053281,T0053281,21-02-2024,S022,P0060,1,4.22,Damaged
