TransactionID,TransactionDate,StoreID,ProductID,CustomerID,Channel,Quantity,UnitPrice,GrossSales,DiscountAmount,NetSales,COGS,GrossMargin,PaymentMethod
T0048546,14-04-2024,S004,P0112,C04301,In-Store,3,6.77,20.31,0,20.31,11.82,8.49,Card
T0048547,25-03-2024,S025,P0049,,In-Store,1,7.57,7.57,0.53,7.04,5.05,1.99,Card
T0048548,19-11-2024,S009,P0054,C01100,Online,5,2.18,10.9,0,10.9,7.1,3.8,Card
T0048549,02-01-2025,S025,P0075,C00596,In-Store,1,6.38,6.38,0,6.38,3.51,2.87,Card
T0048550,10-05-2025,S011,P0019,C04559,In-Store,3,6.76,20.28,0,20.28,15.15,5.13,Card
T0048551,14-09-2025,S003,P0039,C03490,In-Store,5,2.19,10.95,0,10.95,7,3.95,Card
T0048552,03-08-2025,S029,P0062,C01178,In-Store,2,4.82,9.64,0,9.64,5.98,3.66,Card
T0048553,01-10-2024,S021,P0041,C02361,In-Store,5,2.26,11.3,0.79,10.51,7.95,2.56,Cash
T0048554,28-07-2024,S013,P0174,C02998,In-Store,1,28.98,28.98,9.27,19.71,17.8,1.91,Card
T0048555,04-07-2024,S010,P0006,C01544,Online,1,5.43,5.43,0.49,4.94,3.94,1,Card
T0048556,24-09-2025,S023,P0144,C02539,Online,5,2.1,10.5,1.58,8.92,6.7,2.22,Card
T0048557,25-10-2024,S019,P0166,C03647,In-Store,2,45.88,91.76,0,91.76,68.72,23.04,Cash
T0048558,21-04-2025,S026,P0170,C03817,Online,1,13.34,13.34,0,13.34,7.9,5.44,UPI
T0048559,31-07-2025,S005,P0054,C04077,In-Store,5,2.18,10.9,1.53,9.37,7.1,2.27,Cash
T0048560,04-03-2024,S027,P0082,C00057,Online,1,6.85,6.85,0,6.85,5.46,1.39,Card
T0048561,27-04-2024,S016,P0044,C00557,Online,6,7.73,46.38,0,46.38,31.68,14.7,Card
T0048562,27-11-2024,S008,P0064,C02716,In-Store,1,6.83,6.83,0,6.83,4.16,2.67,Card
T0048563,27-06-2024,S022,P0036,C01250,In-Store,4,3.3,13.2,0,13.2,7.36,5.84,UPI
T0048564,20-10-2024,S002,P0172,C02583,Online,1,38.48,38.48,7.7,30.78,23.24,7.54,Card
T0048565,20-05-2025,S027,P0042,C02592,Online,3,3.84,11.52,0,11.52,6.81,4.71,Card
T0048566,17-09-2025,S016,P0044,C04634,In-Store,6,7.73,46.38,0,46.38,31.68,14.7,UPI
T0048567,22-01-2024,S003,P0174,C00831,Online,1,28.98,28.98,3.19,25.79,17.8,7.99,Card
T0048568,03-05-2024,S030,P0143,C04777,In-Store,1,1,1,0,1,0.8,0.2,Card
T0048569,23-03-2025,S030,P0159,C01930,In-Store,2,59.48,118.96,0,118.96,81.38,37.58,Card
T0048570,26-02-2024,S024,P0140,C04268,In-Store,3,1.74,5.22,0.31,4.91,4.17,0.74,Card
T0048571,09-02-2024,S001,P0175,,In-Store,2,54.26,108.52,0,108.52,72.46,36.06,Card
T0048572,10-07-2024,S008,P0163,C04480,Online,2,36.11,72.22,10.11,62.11,52.1,10.01,UPI
T0048573,05-11-2024,S028,P0172,C01424,In-Store,2,38.48,76.96,0,76.96,46.48,30.48,UPI
T0048574,22-08-2024,S026,P0119,C01090,Online,3,6.03,18.09,0,18.09,12.96,5.13,Card
T0048575,01-07-2025,S019,P0122,C01844,In-Store,3,3.68,11.04,0,11.04,8.01,3.03,Card
T0048576,21-01-2025,S021,P0069,C04789,In-Store,3,2.93,8.79,0,8.79,5.82,2.97,Card
T0048577,24-05-2025,S030,P0034,C01301,In-Store,2,3.17,6.34,0,6.34,4.68,1.66,UPI
T0048578,25-01-2025,S005,P0110,C03319,Online,1,5.68,5.68,0,5.68,4.44,1.24,Card
T0048579,08-05-2024,S017,P0047,C04531,In-Store,2,1.33,2.66,0.43,2.23,2.1,0.13,Cash
T0048580,12-01-2024,S008,P0049,C04865,In-Store,6,7.57,45.42,0,45.42,30.3,15.12,Card
T0048581,16-02-2025,S021,P0089,,In-Store,3,4.42,13.26,0,13.26,10.44,2.82,Card
T0048582,01-10-2025,S013,P0054,C00467,In-Store,4,2.18,8.72,0,8.72,5.68,3.04,Card
T0048583,15-07-2025,S029,P0051,C00170,Online,3,6.76,20.28,0,20.28,14.25,6.03,UPI
T0048584,29-01-2025,S011,P0146,C00385,Online,3,1.9,5.7,1.2,4.5,3.72,0.78,Card
T0048585,16-03-2025,S022,P0117,C00660,In-Store,4,4.48,17.92,0,17.92,11.08,6.84,Card
T0048586,06-06-2025,S021,P0168,C03875,In-Store,1,44.06,44.06,3.97,40.09,32.87,7.22,Cash
T0048587,15-05-2024,S002,P0107,,In-Store,4,1.29,5.16,0,5.16,3.8,1.36,Card
T0048588,01-03-2024,S026,P0179,C04330,In-Store,1,38.56,38.56,0,38.56,29.71,8.85,Wallet
T0048589,10-05-2024,S012,P0058,C03234,Online,5,6.24,31.2,0,31.2,20.45,10.75,Cash
T0048590,12-08-2025,S020,P0163,C01525,Online,2,36.11,72.22,8.67,63.55,52.1,11.45,Cash
T0048591,13-03-2024,S015,P0126,C04152,In-Store,2,3.27,6.54,0,6.54,3.66,2.88,UPI
T0048592,18-12-2024,S001,P0066,C02638,In-Store,1,7.75,7.75,0,7.75,4.76,2.99,Card
T0048593,09-04-2024,S002,P0117,C00523,In-Store,2,4.48,8.96,0,8.96,5.54,3.42,Card
T0048594,24-02-2024,S022,P0073,C02148,In-Store,1,4.37,4.37,0.52,3.85,3.26,0.59,Card
T0048595,14-09-2025,S010,P0125,C03003,In-Store,5,6.01,30.05,0,30.05,22.8,7.25,Cash
T0048596,07-12-2024,S020,P0003,C03367,Online,2,7.23,14.46,0,14.46,9.72,4.74,Cash
T0048597,11-09-2024,S009,P0047,C02011,In-Store,4,1.33,5.32,0,5.32,4.2,1.12,Cash
T0048598,06-04-2024,S008,P0102,C00125,In-Store,1,3.56,3.56,0,3.56,2.06,1.5,Cash
T0048599,09-07-2024,S029,P0165,C00916,In-Store,1,46.17,46.17,0,46.17,36.27,9.9,UPI
T0048600,18-12-2024,S022,P0124,C03606,In-Store,2,7.17,14.34,1.43,12.91,8.36,4.55,Card
T0048601,23-05-2025,S010,P0162,,In-Store,1,42.91,42.91,0,42.91,25.85,17.06,UPI
T0048602,28-09-2025,S012,P0046,C01928,In-Store,1,1.74,1.74,0.17,1.57,1.02,0.55,Card
T0048603,02-10-2024,S014,P0163,,In-Store,1,36.11,36.11,0,36.11,26.05,10.06,Card
T0048604,26-09-2025,S017,P0122,C02605,In-Store,1,3.68,3.68,0,3.68,2.67,1.01,UPI
T0048605,21-02-2024,S022,P0051,C02395,In-Store,1,6.76,6.76,0,6.76,4.75,2.01,Card
T0048606,18-09-2024,S016,P0117,C04168,In-Store,1,4.48,4.48,0,4.48,2.77,1.71,Card
T0048607,30-10-2024,S011,P0012,,In-Store,4,4.43,17.72,4.08,13.64,10.24,3.4,Card
T0048608,25-09-2025,S008,P0109,C04665,In-Store,4,3.82,15.28,0,15.28,9.68,5.6,Wallet
T0048609,25-07-2025,S030,P0152,C01674,In-Store,1,50.51,50.51,10.1,40.41,33.74,6.67,UPI
T0048610,22-04-2024,S002,P0061,C00516,Online,1,1.77,1.77,0,1.77,1.34,0.43,Cash
T0048611,23-06-2024,S010,P0097,C04151,In-Store,2,1.68,3.36,0,3.36,1.94,1.42,Cash
T0048612,11-10-2025,S012,P0180,C00575,In-Store,2,48.07,96.14,0,96.14,54.92,41.22,UPI
T0048613,20-05-2025,S016,P0019,C03715,In-Store,3,6.76,20.28,0,20.28,15.15,5.13,Card
T0048614,14-04-2025,S029,P0039,C02093,In-Store,3,2.19,6.57,0,6.57,4.2,2.37,Card
T0048615,23-09-2024,S008,P0092,C01781,Online,2,7.4,14.8,1.48,13.32,8.76,4.56,Card
T0048616,15-01-2024,S015,P0052,C04221,In-Store,6,6.25,37.5,0,37.5,21.66,15.84,UPI
T0048617,05-09-2024,S029,P0062,C03754,Online,1,4.82,4.82,0,4.82,2.99,1.83,UPI
T0048618,02-04-2024,S027,P0082,,In-Store,2,6.85,13.7,2.6,11.1,10.92,0.18,UPI
T0048619,23-06-2025,S010,P0021,C04377,In-Store,4,2.02,8.08,0,8.08,4.8,3.28,UPI
T0048620,19-03-2025,S023,P0054,C03061,Online,5,2.18,10.9,0,10.9,7.1,3.8,Cash
T0048621,12-07-2024,S009,P0084,C02269,In-Store,2,7.16,14.32,0,14.32,9.52,4.8,Card
T0048622,06-09-2025,S027,P0159,C00511,In-Store,2,59.48,118.96,14.28,104.68,81.38,23.3,Card
T0048623,17-03-2024,S002,P0098,C01040,In-Store,4,4.68,18.72,0,18.72,14.68,4.04,Card
T0048624,03-03-2025,S020,P0162,C00307,Online,1,42.91,42.91,8.15,34.76,25.85,8.91,Cash
T0048625,24-02-2025,S013,P0021,C00909,In-Store,5,2.02,10.1,0,10.1,6,4.1,Card
T0048626,28-04-2024,S008,P0068,C01067,In-Store,3,6.08,18.24,0,18.24,10.35,7.89,Cash
T0048627,19-11-2024,S012,P0102,C00071,In-Store,1,3.56,3.56,0,3.56,2.06,1.5,Card
T0048628,12-10-2024,S028,P0176,C04080,Online,1,46.51,46.51,0,46.51,34.66,11.85,Card
T0048629,28-07-2025,S027,P0092,C03690,Online,3,7.4,22.2,0,22.2,13.14,9.06,Cash
T0048630,15-05-2025,S014,P0120,C03594,In-Store,3,1.72,5.16,0,5.16,3.69,1.47,UPI
T0048631,03-05-2025,S005,P0169,C03880,In-Store,2,41.83,83.66,23.42,60.24,47.5,12.74,Card
T0048632,22-06-2024,S001,P0017,C02933,Online,1,9.37,9.37,1.97,7.4,5.53,1.87,Card
T0048633,08-03-2024,S030,P0104,C01001,In-Store,1,1.11,1.11,0,1.11,0.85,0.26,UPI
T0048634,17-08-2025,S020,P0007,,In-Store,5,2.45,12.25,0,12.25,6.75,5.5,UPI
T0048635,26-07-2025,S021,P0174,C03642,In-Store,2,28.98,57.96,0,57.96,35.6,22.36,Card
T0048636,23-01-2024,S012,P0147,C01748,In-Store,2,5.41,10.82,0,10.82,6.3,4.52,UPI
T0048637,25-04-2025,S030,P0174,C02411,In-Store,1,28.98,28.98,0,28.98,17.8,11.18,Card
T0048638,07-05-2025,S018,P0122,C00080,In-Store,5,3.68,18.4,0,18.4,13.35,5.05,Card
T0048639,01-07-2024,S021,P0155,C01612,In-Store,1,26.94,26.94,0,26.94,15.22,11.72,Card
T0048640,16-12-2024,S007,P0065,,In-Store,3,3.35,10.05,1.81,8.24,7.53,0.71,Card
T0048641,02-04-2024,S001,P0142,C03541,In-Store,1,2.14,2.14,0,2.14,1.47,0.67,Cash
T0048642,20-07-2025,S021,P0028,C00679,In-Store,1,5.9,5.9,0,5.9,4.22,1.68,UPI
T0048643,06-02-2024,S022,P0026,,In-Store,5,8.37,41.85,0,41.85,31,10.85,Card
T0048644,06-07-2024,S004,P0045,C04017,In-Store,2,5.82,11.64,0,11.64,7.18,4.46,Cash
T0048645,14-09-2025,S026,P0101,C03627,In-Store,2,1.79,3.58,0,3.58,2.5,1.08,Cash
T0048646,05-08-2024,S010,P0153,C03146,In-Store,2,21.64,43.28,0,43.28,33.04,10.24,Cash
T0048647,19-08-2024,S006,P0124,C03152,In-Store,6,7.17,43.02,0,43.02,25.08,17.94,Card
T0048648,14-04-2024,S010,P0006,C00850,Online,4,5.43,21.72,3.91,17.81,15.76,2.05,Card
T0048649,07-06-2024,S009,P0170,C03750,Online,1,13.34,13.34,2,11.34,7.9,3.44,Card
T0048650,19-03-2024,S003,P0018,C04078,In-Store,3,5.78,17.34,0,17.34,10.44,6.9,UPI
T0048651,16-09-2024,S003,P0032,C01141,Online,2,2.81,5.62,0.96,4.66,4.28,0.38,Card
T0048652,07-11-2024,S002,P0118,,In-Store,3,1.87,5.61,0,5.61,3.48,2.13,Card
T0048653,25-04-2025,S022,P0020,C04899,In-Store,1,4.76,4.76,0.62,4.14,3.22,0.92,Cash
T0048654,02-03-2024,S013,P0106,C00588,In-Store,2,3.5,7,0,7,5.52,1.48,UPI
T0048655,04-05-2024,S005,P0142,C04518,In-Store,2,2.14,4.28,0,4.28,2.94,1.34,UPI
T0048656,18-07-2024,S025,P0003,C01392,Online,4,7.23,28.92,0,28.92,19.44,9.48,Cash
T0048657,24-01-2025,S006,P0052,C02227,In-Store,5,6.25,31.25,9.38,21.87,18.05,3.82,Card
T0048658,12-07-2025,S019,P0025,C01801,Online,5,8.09,40.45,0,40.45,23.75,16.7,UPI
T0048659,06-08-2025,S017,P0095,C04928,Online,4,3.74,14.96,0,14.96,8.8,6.16,Cash
T0048660,09-07-2025,S002,P0076,C04433,In-Store,1,6.65,6.65,0,6.65,4.46,2.19,Card
T0048661,26-03-2024,S018,P0021,C00284,Online,4,2.02,8.08,0,8.08,4.8,3.28,Cash
T0048662,23-10-2025,S021,P0114,C01821,In-Store,2,7.25,14.5,0,14.5,8.24,6.26,Card
T0048663,29-10-2024,S005,P0082,C03820,In-Store,1,6.85,6.85,0,6.85,5.46,1.39,Card
T0048664,08-08-2024,S025,P0084,C01308,In-Store,1,7.16,7.16,0,7.16,4.76,2.4,Card
T0048665,08-01-2024,S026,P0148,C03207,In-Store,1,3.33,3.33,0,3.33,2.18,1.15,Card
T0048666,31-05-2024,S004,P0038,C01499,In-Store,5,7.9,39.5,0,39.5,22.85,16.65,UPI
T0048667,22-02-2024,S013,P0043,C04394,In-Store,3,2.42,7.26,1.67,5.59,5.67,-0.08,Card
T0048668,19-10-2024,S018,P0031,C01838,In-Store,6,4.37,26.22,0,26.22,16.5,9.72,Card
T0048669,29-07-2025,S006,P0063,C00291,Online,1,4.59,4.59,0,4.59,3.43,1.16,UPI
T0048670,03-01-2025,S025,P0127,C01647,In-Store,1,2.36,2.36,0,2.36,1.48,0.88,Wallet
T0048671,23-10-2024,S010,P0108,C02128,In-Store,4,5.25,21,2.94,18.06,13.24,4.82,Card
T0048672,14-11-2024,S005,P0170,C00310,In-Store,2,13.34,26.68,6.4,20.28,15.8,4.48,Card
T0048673,28-10-2025,S011,P0084,C02280,In-Store,3,7.16,21.48,0,21.48,14.28,7.2,Card
T0048674,19-10-2025,S005,P0148,C00109,Online,6,3.33,19.98,3,16.98,13.08,3.9,Wallet
T0048675,20-05-2024,S003,P0143,C02917,In-Store,2,1,2,0,2,1.6,0.4,Card
T0048676,08-05-2025,S006,P0030,C01018,In-Store,4,9.85,39.4,0,39.4,23.12,16.28,Cash
T0048677,06-05-2024,S014,P0047,C01264,In-Store,5,1.33,6.65,1.2,5.45,5.25,0.2,Card
T0048678,13-09-2025,S020,P0144,C03641,In-Store,5,2.1,10.5,0,10.5,6.7,3.8,Card
T0048679,26-04-2025,S004,P0112,C04308,In-Store,3,6.77,20.31,0,20.31,11.82,8.49,Card
T0048680,07-10-2025,S006,P0063,,In-Store,3,4.59,13.77,0,13.77,10.29,3.48,UPI
T0048681,01-04-2025,S003,P0078,C03143,In-Store,2,4.53,9.06,0,9.06,5.06,4,Cash
T0048682,26-08-2024,S001,P0016,C03895,In-Store,4,3.81,15.24,0,15.24,10.36,4.88,Card
T0048683,15-06-2024,S005,P0084,C00190,In-Store,2,7.16,14.32,0,14.32,9.52,4.8,Cash
T0048684,28-06-2024,S010,P0106,C00775,In-Store,4,3.5,14,0,14,11.04,2.96,UPI
T0048685,10-01-2024,S010,P0028,C01159,Online,3,5.9,17.7,0,17.7,12.66,5.04,Card
T0048686,30-01-2024,S011,P0166,C02913,In-Store,1,45.88,45.88,0,45.88,34.36,11.52,Card
T0048687,04-04-2024,S018,P0102,C00253,Online,2,3.56,7.12,0,7.12,4.12,3,Card
T0048688,26-09-2024,S012,P0004,,In-Store,3,11.84,35.52,0,35.52,25.08,10.44,UPI
T0048689,08-02-2025,S017,P0039,C00458,In-Store,5,2.19,10.95,0,10.95,7,3.95,Cash
T0048690,08-05-2024,S011,P0139,C01026,In-Store,2,2.82,5.64,0.85,4.79,3.66,1.13,Card
T0048691,14-06-2024,S003,P0009,C01016,In-Store,3,8.97,26.91,5.11,21.8,17.67,4.13,UPI
T0048692,23-07-2025,S017,P0078,C02959,In-Store,1,4.53,4.53,0,4.53,2.53,2,UPI
T0048693,12-07-2024,S012,P0116,C02291,In-Store,3,1.11,3.33,0,3.33,1.95,1.38,Wallet
T0048694,08-08-2024,S013,P0176,C01015,In-Store,1,46.51,46.51,0,46.51,34.66,11.85,Card
T0048695,02-06-2024,S023,P0153,C04135,In-Store,1,21.64,21.64,0,21.64,16.52,5.12,Cash
T0048696,24-09-2025,S030,P0003,C01776,In-Store,5,7.23,36.15,0,36.15,24.3,11.85,UPI
T0048697,23-10-2025,S018,P0024,C02333,Online,1,11.73,11.73,2.7,9.03,9.25,-0.22,Cash
T0048698,29-03-2025,S028,P0087,C04219,In-Store,1,3.6,3.6,0,3.6,2.18,1.42,Card
T0048699,24-03-2024,S027,P0178,C04176,In-Store,2,45.86,91.72,0,91.72,64.4,27.32,Card
T0048700,27-01-2025,S023,P0117,C02575,In-Store,4,4.48,17.92,0,17.92,11.08,6.84,Card
T0048701,29-05-2024,S030,P0051,C01410,In-Store,1,6.76,6.76,0,6.76,4.75,2.01,Card
T0048702,14-01-2025,S019,P0013,C00795,In-Store,2,3.88,7.76,0,7.76,6.04,1.72,Card
T0048703,11-08-2025,S015,P0167,C03222,In-Store,2,54.3,108.6,0,108.6,68.58,40.02,UPI
T0048704,27-02-2025,S009,P0139,C01190,In-Store,5,2.82,14.1,0,14.1,9.15,4.95,Card
T0048705,22-05-2024,S015,P0065,C04022,In-Store,1,3.35,3.35,0.67,2.68,2.51,0.17,UPI
T0048706,01-07-2025,S013,P0137,C04544,In-Store,3,2.09,6.27,0,6.27,4.47,1.8,Cash
T0048707,22-12-2024,S001,P0007,C04525,In-Store,4,2.45,9.8,0,9.8,5.4,4.4,Wallet
T0048708,25-04-2025,S024,P0170,C02322,Online,2,13.34,26.68,0,26.68,15.8,10.88,Cash
T0048709,17-11-2024,S011,P0140,C02895,In-Store,2,1.74,3.48,0.24,3.24,2.78,0.46,Card
T0048710,24-04-2025,S026,P0023,C00664,In-Store,2,4.88,9.76,0,9.76,7,2.76,Card
T0048711,06-04-2024,S030,P0021,C01590,In-Store,5,2.02,10.1,1.52,8.58,6,2.58,Cash
T0048712,07-08-2024,S015,P0116,C03993,Online,4,1.11,4.44,0,4.44,2.6,1.84,UPI
T0048713,18-04-2025,S023,P0086,C04656,In-Store,2,6.41,12.82,0,12.82,7.8,5.02,UPI
T0048714,17-06-2025,S030,P0063,C00458,In-Store,3,4.59,13.77,0,13.77,10.29,3.48,UPI
T0048715,10-08-2025,S028,P0064,C01600,In-Store,3,6.83,20.49,0,20.49,12.48,8.01,Card
T0048716,16-06-2024,S007,P0118,C00964,In-Store,4,1.87,7.48,0,7.48,4.64,2.84,Card
T0048717,10-10-2025,S022,P0074,C00097,In-Store,2,5.99,11.98,0,11.98,7.42,4.56,Cash
T0048718,13-01-2025,S025,P0154,C03049,Online,2,56.12,112.24,0,112.24,81.36,30.88,Cash
T0048719,20-04-2024,S009,P0077,C03375,Online,1,1.61,1.61,0.45,1.16,1.14,0.02,UPI
T0048720,07-11-2024,S030,P0145,C04031,Online,2,2.73,5.46,0.27,5.19,4.22,0.97,Card
T0048721,03-03-2025,S026,P0144,C03470,In-Store,1,2.1,2.1,0,2.1,1.34,0.76,UPI
T0048722,06-04-2024,S015,P0147,,In-Store,5,5.41,27.05,0,27.05,15.75,11.3,Cash
T0048723,21-09-2025,S014,P0143,C01209,In-Store,2,1,2,0,2,1.6,0.4,Cash
T0048724,03-05-2025,S028,P0068,C01984,In-Store,1,6.08,6.08,0,6.08,3.45,2.63,Cash
T0048725,24-04-2025,S001,P0023,C03613,Online,1,4.88,4.88,0,4.88,3.5,1.38,UPI
T0048726,13-10-2025,S004,P0142,C02449,In-Store,6,2.14,12.84,0,12.84,8.82,4.02,UPI
T0048727,03-12-2024,S002,P0085,C03372,In-Store,2,5.24,10.48,0,10.48,6.68,3.8,Card
T0048728,17-12-2024,S025,P0030,C03354,In-Store,5,9.85,49.25,0,49.25,28.9,20.35,Card
T0048729,19-06-2024,S013,P0160,C01346,In-Store,1,32.57,32.57,0,32.57,20.43,12.14,Card
T0048730,26-10-2024,S002,P0032,C03994,In-Store,1,2.81,2.81,0,2.81,2.14,0.67,Card
T0048731,17-07-2024,S009,P0063,C02734,In-Store,3,4.59,13.77,0,13.77,10.29,3.48,Cash
T0048732,19-02-2025,S012,P0015,C03148,Online,2,8.73,17.46,1.57,15.89,9.92,5.97,Cash
T0048733,23-02-2024,S017,P0109,C01582,In-Store,2,3.82,7.64,1.3,6.34,4.84,1.5,Cash
T0048734,25-06-2025,S016,P0101,C03698,In-Store,2,1.79,3.58,0.72,2.86,2.5,0.36,Card
T0048735,18-09-2025,S007,P0042,,In-Store,1,3.84,3.84,0,3.84,2.27,1.57,Cash
T0048736,18-07-2024,S009,P0001,C00442,In-Store,4,7.44,29.76,0.6,29.16,19.48,9.68,Wallet
T0048737,28-02-2025,S015,P0089,C01160,In-Store,3,4.42,13.26,0,13.26,10.44,2.82,Card
T0048738,14-07-2024,S001,P0152,C04990,In-Store,2,50.51,101.02,0,101.02,67.48,33.54,Card
T0048739,28-12-2024,S015,P0007,C00621,Online,5,2.45,12.25,0,12.25,6.75,5.5,Card
T0048740,22-01-2025,S015,P0021,C00048,In-Store,2,2.02,4.04,0,4.04,2.4,1.64,Card
T0048741,21-09-2025,S003,P0138,C01160,In-Store,2,1.34,2.68,0,2.68,1.96,0.72,UPI
T0048742,08-08-2025,S022,P0118,C03679,In-Store,1,1.87,1.87,0,1.87,1.16,0.71,UPI
T0048743,22-05-2025,S003,P0090,C01087,Online,1,7.59,7.59,0,7.59,4.96,2.63,Card
T0048744,26-05-2025,S019,P0172,C02245,In-Store,2,38.48,76.96,0,76.96,46.48,30.48,UPI
T0048745,20-09-2024,S020,P0081,C02623,Online,1,5.6,5.6,0.34,5.26,3.23,2.03,Card
T0048746,20-08-2025,S018,P0079,C00275,In-Store,2,6.62,13.24,0,13.24,10.42,2.82,Cash
T0048747,24-04-2024,S002,P0165,C04166,In-Store,2,46.17,92.34,0,92.34,72.54,19.8,UPI
T0048748,19-05-2025,S007,P0069,C04926,In-Store,2,2.93,5.86,0,5.86,3.88,1.98,Cash
T0048749,31-01-2024,S009,P0106,C00766,In-Store,1,3.5,3.5,0,3.5,2.76,0.74,Card
T0048750,27-06-2025,S019,P0037,,In-Store,3,5.08,15.24,5.33,9.91,10.77,-0.86,Card
T0048751,11-10-2025,S022,P0113,C04322,In-Store,4,4.02,16.08,0,16.08,11.08,5,Card
T0048752,21-09-2025,S002,P0139,C02008,In-Store,4,2.82,11.28,1.8,9.48,7.32,2.16,Card
T0048753,19-11-2024,S030,P0085,C04551,In-Store,3,5.24,15.72,1.57,14.15,10.02,4.13,UPI
T0048754,18-07-2025,S028,P0138,C02334,In-Store,6,1.34,8.04,0,8.04,5.88,2.16,Card
T0048755,03-03-2025,S028,P0027,C03350,In-Store,5,4.46,22.3,0,22.3,15.6,6.7,Cash
T0048756,02-02-2025,S020,P0179,C04500,In-Store,2,38.56,77.12,20.05,57.07,59.42,-2.35,Cash
T0048757,24-04-2025,S019,P0129,,In-Store,5,4.05,20.25,0,20.25,15.15,5.1,UPI
T0048758,29-01-2024,S012,P0165,C00038,Online,2,46.17,92.34,15.7,76.64,72.54,4.1,UPI
T0048759,06-05-2024,S024,P0081,C04467,In-Store,1,5.6,5.6,0,5.6,3.23,2.37,Cash
T0048760,23-10-2025,S012,P0170,,In-Store,2,13.34,26.68,2.93,23.75,15.8,7.95,Cash
T0048761,09-08-2025,S006,P0008,C03543,Online,5,8.37,41.85,0,41.85,33.45,8.4,Card
T0048762,31-07-2025,S030,P0087,C00530,In-Store,1,3.6,3.6,0,3.6,2.18,1.42,UPI
T0048763,28-06-2025,S001,P0180,C01323,In-Store,2,48.07,96.14,0,96.14,54.92,41.22,Card
T0048764,02-03-2025,S025,P0171,C02166,In-Store,2,17.89,35.78,0,35.78,20.08,15.7,Cash
T0048765,10-09-2024,S020,P0034,C04354,In-Store,5,3.17,15.85,2.85,13,11.7,1.3,UPI
T0048766,26-11-2024,S026,P0063,C03336,In-Store,3,4.59,13.77,0,13.77,10.29,3.48,Card
T0048767,21-05-2025,S025,P0034,C04743,In-Store,6,3.17,19.02,0,19.02,14.04,4.98,Cash
T0048768,30-11-2024,S010,P0044,C00709,Online,5,7.73,38.65,0,38.65,26.4,12.25,Card
T0048769,28-07-2025,S016,P0020,C01615,Online,3,4.76,14.28,2.28,12,9.66,2.34,Card
T0048770,20-01-2024,S005,P0167,C00873,In-Store,1,54.3,54.3,3.8,50.5,34.29,16.21,Card
T0048771,15-03-2024,S026,P0136,C02511,In-Store,3,5.45,16.35,0.33,16.02,9.93,6.09,Card
T0048772,07-09-2024,S001,P0125,C04562,In-Store,6,6.01,36.06,0,36.06,27.36,8.7,Cash
T0048773,15-11-2024,S005,P0115,C03036,Online,3,3.78,11.34,0,11.34,8.88,2.46,Card
T0048774,01-07-2025,S028,P0114,C00715,In-Store,4,7.25,29,0,29,16.48,12.52,Cash
T0048775,30-08-2025,S018,P0179,C02034,In-Store,2,38.56,77.12,1.54,75.58,59.42,16.16,Cash
T0048776,20-10-2025,S013,P0042,C04226,In-Store,1,3.84,3.84,0,3.84,2.27,1.57,Cash
T0048777,04-10-2025,S020,P0136,C00040,In-Store,5,5.45,27.25,7.36,19.89,16.55,3.34,UPI
T0048778,06-04-2024,S015,P0065,C03805,In-Store,2,3.35,6.7,0,6.7,5.02,1.68,UPI
T0048779,04-05-2024,S023,P0102,C00928,In-Store,2,3.56,7.12,0,7.12,4.12,3,Cash
T0048780,07-02-2024,S016,P0010,C02181,In-Store,2,2.12,4.24,0.85,3.39,2.64,0.75,UPI
T0048781,06-04-2025,S003,P0088,C00760,In-Store,2,5.02,10.04,0,10.04,7.88,2.16,Card
T0048782,13-05-2025,S020,P0172,C04082,In-Store,2,38.48,76.96,1.54,75.42,46.48,28.94,Card
T0048783,27-01-2024,S012,P0141,C01901,Online,5,2.78,13.9,2.36,11.54,8.85,2.69,Cash
T0048784,11-09-2025,S017,P0020,C03464,In-Store,2,4.76,9.52,0,9.52,6.44,3.08,Card
T0048785,02-01-2024,S005,P0125,C01517,In-Store,5,6.01,30.05,0,30.05,22.8,7.25,Cash
T0048786,03-03-2024,S025,P0098,C00271,In-Store,3,4.68,14.04,0,14.04,11.01,3.03,Card
T0048787,25-10-2024,S018,P0021,C03803,In-Store,2,2.02,4.04,0,4.04,2.4,1.64,UPI
T0048788,25-07-2024,S009,P0044,C01514,Online,3,7.73,23.19,0,23.19,15.84,7.35,Card
T0048789,18-04-2025,S014,P0094,C03655,In-Store,4,3.28,13.12,0,13.12,8.2,4.92,Card
T0048790,15-01-2025,S010,P0163,C04738,Online,1,36.11,36.11,0,36.11,26.05,10.06,UPI
T0048791,13-01-2025,S018,P0119,C01908,Online,3,6.03,18.09,1.63,16.46,12.96,3.5,Card
T0048792,01-07-2025,S029,P0153,C00547,In-Store,1,21.64,21.64,0,21.64,16.52,5.12,UPI
T0048793,01-04-2025,S014,P0090,,In-Store,3,7.59,22.77,0,22.77,14.88,7.89,Cash
T0048794,04-11-2024,S026,P0162,C02295,In-Store,2,42.91,85.82,0,85.82,51.7,34.12,Card
T0048795,15-08-2025,S006,P0049,C01996,In-Store,3,7.57,22.71,0,22.71,15.15,7.56,Card
T0048796,15-05-2025,S028,P0009,,In-Store,5,8.97,44.85,0,44.85,29.45,15.4,Cash
T0048797,13-03-2025,S023,P0050,C02004,Online,1,1.33,1.33,0.12,1.21,0.86,0.35,Card
